order_item_id,order_id,menu_item_id,quantity,unit_listed_price,unit_food_cost,item_discount,line_total
65,39,2,1,304.0,108.57,0.0,304.0
66,40,8,1,269.0,90.26,0.0,269.0
67,41,2,1,308.0,108.57,0.0,308.0
68,42,1,1,339.0,115.17,0.0,339.0
69,42,3,1,323.0,111.74,0.0,323.0
70,42,21,1,26.0,10.94,0.0,26.0
71,43,3,1,329.0,111.74,0.0,329.0
72,43,20,2,43.0,22.75,0.0,86.0
73,44,8,1,266.0,90.26,26.6,239.4
74,44,3,1,322.0,111.74,32.2,289.8
75,44,20,1,42.0,22.75,4.2,37.8
76,45,2,1,311.0,108.57,0.0,311.0
77,46,8,1,267.0,90.26,0.0,267.0
78,46,3,1,323.0,111.74,0.0,323.0
79,47,5,1,256.0,82.12,0.0,256.0
80,47,20,1,42.0,22.75,0.0,42.0
81,48,8,1,267.0,90.26,0.0,267.0
82,49,6,1,269.0,89.2,0.0,269.0
83,49,10,1,274.0,94.21,0.0,274.0
84,50,2,1,311.0,108.57,0.0,311.0
85,50,20,2,43.0,22.75,0.0,86.0
86,51,2,1,308.0,108.57,0.0,308.0
87,52,2,1,308.0,108.57,0.0,308.0
88,52,2,1,308.0,108.57,0.0,308.0
89,52,21,2,26.0,10.94,0.0,52.0
90,53,2,1,308.0,108.57,0.0,308.0
91,54,2,1,308.0,108.57,0.0,308.0
92,55,10,1,277.0,94.21,0.0,277.0
93,55,1,1,345.0,115.17,0.0,345.0
94,56,1,1,345.0,115.17,0.0,345.0
95,56,1,1,345.0,115.17,0.0,345.0
96,57,2,1,308.0,108.57,0.0,308.0
97,58,2,1,304.0,108.57,0.0,304.0
98,59,2,1,308.0,108.57,0.0,308.0
99,60,1,1,345.0,115.17,0.0,345.0
100,60,20,1,43.0,22.75,0.0,43.0
101,61,9,1,281.0,95.35,0.0,281.0
102,61,3,1,325.0,111.74,0.0,325.0
103,61,21,1,26.0,10.94,0.0,26.0
104,62,2,1,304.0,108.57,0.0,304.0
105,62,28,1,48.0,16.06,0.0,48.0
106,63,3,1,329.0,111.74,0.0,329.0
107,63,10,1,277.0,94.21,0.0,277.0
108,64,9,1,284.0,95.35,0.0,284.0
109,65,6,1,271.0,89.2,0.0,271.0
110,66,1,1,342.0,115.17,0.0,342.0
111,67,2,1,305.0,108.57,0.0,305.0
112,68,10,1,274.0,94.21,0.0,274.0
113,68,20,1,42.0,22.75,0.0,42.0
114,69,3,1,323.0,111.74,0.0,323.0
115,70,2,1,311.0,108.57,0.0,311.0
116,71,1,1,342.0,115.17,0.0,342.0
117,71,9,1,281.0,95.35,0.0,281.0
118,71,21,1,26.0,10.94,0.0,26.0
119,72,5,1,260.0,82.12,0.0,260.0
120,72,21,1,27.0,10.94,0.0,27.0
121,73,3,1,325.0,111.74,0.0,325.0
122,74,1,1,339.0,115.17,0.0,339.0
123,74,20,2,42.0,22.75,0.0,84.0
124,75,2,1,311.0,108.57,0.0,311.0
125,75,20,1,43.0,22.75,0.0,43.0
126,76,2,1,308.0,108.57,0.0,308.0
127,77,1,1,345.0,115.17,0.0,345.0
128,77,26,1,49.0,14.17,0.0,49.0
129,78,11,1,289.0,96.65,0.0,289.0
130,79,2,1,311.0,108.57,31.1,279.9
131,79,11,1,289.0,96.65,28.9,260.1
132,79,21,1,27.0,10.94,2.7,24.3
133,80,1,1,345.0,115.17,0.0,345.0
134,81,11,1,284.0,96.65,0.0,284.0
135,82,6,1,269.0,89.2,0.0,269.0
136,82,20,1,42.0,22.75,0.0,42.0
137,83,6,1,271.0,89.2,0.0,271.0
138,84,2,1,305.0,108.57,0.0,305.0
139,85,11,1,286.0,96.65,0.0,286.0
140,85,5,1,258.0,82.12,0.0,258.0
141,86,5,1,255.0,82.12,0.0,255.0
142,87,5,1,260.0,82.12,0.0,260.0
143,87,5,1,260.0,82.12,0.0,260.0
144,87,21,1,27.0,10.94,0.0,27.0
145,88,3,1,329.0,111.74,0.0,329.0
146,88,21,1,27.0,10.94,0.0,27.0
147,89,11,1,289.0,96.65,0.0,289.0
148,89,20,1,43.0,22.75,0.0,43.0
149,90,11,1,284.0,96.65,0.0,284.0
150,90,6,1,267.0,89.2,0.0,267.0
151,90,21,1,26.0,10.94,0.0,26.0
152,91,11,1,289.0,96.65,0.0,289.0
153,91,27,1,38.0,11.76,0.0,38.0
154,92,5,1,260.0,82.12,0.0,260.0
155,93,6,1,267.0,89.2,0.0,267.0
156,93,22,1,42.0,22.75,0.0,42.0
157,94,1,1,345.0,115.17,0.0,345.0
158,94,1,1,345.0,115.17,0.0,345.0
159,94,21,1,27.0,10.94,0.0,27.0
160,95,3,1,325.0,111.74,0.0,325.0
161,96,10,1,274.0,94.21,0.0,274.0
162,96,8,1,269.0,90.26,0.0,269.0
163,97,8,1,266.0,90.26,0.0,266.0
164,97,9,1,277.0,95.35,0.0,277.0
165,97,20,2,42.0,22.75,0.0,84.0
166,98,8,1,271.0,90.26,0.0,271.0
167,99,3,1,322.0,111.74,0.0,322.0
168,100,10,1,271.0,94.21,27.1,243.9
169,100,27,1,37.0,11.76,3.7,33.3
170,101,2,1,304.0,108.57,0.0,304.0
171,101,27,1,37.0,11.76,0.0,37.0
172,102,10,1,274.0,94.21,0.0,274.0
173,102,3,1,325.0,111.74,0.0,325.0
174,103,1,1,342.0,115.17,0.0,342.0
175,103,28,1,48.0,16.06,0.0,48.0
176,104,3,1,323.0,111.74,0.0,323.0
177,105,5,1,256.0,82.12,0.0,256.0
178,106,5,1,260.0,82.12,0.0,260.0
179,107,6,1,269.0,89.2,0.0,269.0
180,107,26,1,48.0,14.17,0.0,48.0
181,108,1,1,338.0,115.17,0.0,338.0
182,109,2,1,308.0,108.57,0.0,308.0
183,109,11,1,286.0,96.65,0.0,286.0
184,110,6,1,267.0,89.2,0.0,267.0
185,111,5,1,256.0,82.12,0.0,256.0
186,112,2,1,308.0,108.57,0.0,308.0
187,113,11,1,286.0,96.65,28.6,257.4
188,113,21,1,26.0,10.94,2.6,23.4
189,114,2,1,311.0,108.57,0.0,311.0
190,114,20,1,43.0,22.75,0.0,43.0
191,115,9,1,278.0,95.35,0.0,278.0
192,116,3,1,325.0,111.74,0.0,325.0
193,117,2,1,305.0,108.57,0.0,305.0
194,117,20,1,42.0,22.75,0.0,42.0
195,118,1,1,345.0,115.17,0.0,345.0
196,118,6,1,271.0,89.2,0.0,271.0
197,118,20,1,43.0,22.75,0.0,43.0
198,119,8,1,266.0,90.26,0.0,266.0
199,119,21,1,26.0,10.94,0.0,26.0
200,120,10,1,277.0,94.21,0.0,277.0
201,120,20,2,43.0,22.75,0.0,86.0
202,121,3,1,329.0,111.74,0.0,329.0
203,121,3,1,329.0,111.74,0.0,329.0
204,121,8,1,271.0,90.26,0.0,271.0
205,122,5,1,260.0,82.12,0.0,260.0
206,122,2,1,311.0,108.57,0.0,311.0
207,123,9,1,284.0,95.35,0.0,284.0
208,123,3,1,329.0,111.74,0.0,329.0
209,124,6,1,269.0,89.2,0.0,269.0
210,124,8,1,269.0,90.26,0.0,269.0
211,124,21,1,26.0,10.94,0.0,26.0
212,125,5,1,260.0,82.12,0.0,260.0
213,125,20,1,43.0,22.75,0.0,43.0
214,126,6,1,269.0,89.2,0.0,269.0
215,127,3,1,325.0,111.74,0.0,325.0
216,128,3,1,325.0,111.74,0.0,325.0
217,128,21,1,26.0,10.94,0.0,26.0
218,129,2,1,304.0,108.57,0.0,304.0
219,129,2,1,304.0,108.57,0.0,304.0
220,129,9,1,277.0,95.35,0.0,277.0
221,130,1,1,342.0,115.17,0.0,342.0
222,130,2,1,308.0,108.57,0.0,308.0
223,131,1,1,345.0,115.17,0.0,345.0
224,131,2,1,311.0,108.57,0.0,311.0
225,132,2,1,305.0,108.57,0.0,305.0
226,133,3,1,325.0,111.74,0.0,325.0
227,134,8,1,269.0,90.26,0.0,269.0
228,135,1,1,342.0,115.17,0.0,342.0
229,135,27,1,37.0,11.76,0.0,37.0
230,136,3,1,329.0,111.74,0.0,329.0
231,137,1,1,342.0,115.17,0.0,342.0
232,137,20,1,42.0,22.75,0.0,42.0
233,138,9,1,284.0,95.35,0.0,284.0
234,139,1,1,342.0,115.17,0.0,342.0
235,140,1,1,342.0,115.17,0.0,342.0
236,140,3,1,325.0,111.74,0.0,325.0
237,141,5,1,256.0,82.12,0.0,256.0
238,141,21,1,26.0,10.94,0.0,26.0
239,142,3,1,323.0,111.74,0.0,323.0
240,142,1,1,339.0,115.17,0.0,339.0
241,143,8,1,266.0,90.26,0.0,266.0
242,144,11,1,286.0,96.65,0.0,286.0
243,144,2,1,308.0,108.57,0.0,308.0
244,145,3,1,329.0,111.74,0.0,329.0
245,146,8,1,269.0,90.26,0.0,269.0
246,147,1,1,345.0,115.17,0.0,345.0
247,148,6,1,267.0,89.2,0.0,267.0
248,149,5,1,258.0,82.12,0.0,258.0
249,149,5,1,258.0,82.12,0.0,258.0
250,149,20,1,42.0,22.75,0.0,42.0
251,150,5,1,260.0,82.12,0.0,260.0
252,150,2,1,311.0,108.57,0.0,311.0
253,150,21,1,27.0,10.94,0.0,27.0
254,151,8,1,271.0,90.26,0.0,271.0
255,151,8,1,271.0,90.26,0.0,271.0
256,152,5,1,258.0,82.12,0.0,258.0
257,152,21,1,26.0,10.94,0.0,26.0
258,153,2,1,311.0,108.57,0.0,311.0
259,154,10,1,274.0,94.21,0.0,274.0
260,154,21,1,26.0,10.94,0.0,26.0
261,155,8,1,269.0,90.26,0.0,269.0
262,156,10,1,272.0,94.21,0.0,272.0
263,156,21,1,26.0,10.94,0.0,26.0
264,157,10,1,277.0,94.21,0.0,277.0
265,157,6,1,271.0,89.2,0.0,271.0
266,158,8,1,269.0,90.26,0.0,269.0
267,158,20,1,42.0,22.75,0.0,42.0
268,159,2,1,305.0,108.57,0.0,305.0
269,159,2,1,305.0,108.57,0.0,305.0
270,160,2,1,308.0,108.57,0.0,308.0
271,160,20,1,42.0,22.75,0.0,42.0
272,161,6,1,269.0,89.2,0.0,269.0
273,161,20,1,42.0,22.75,0.0,42.0
274,162,6,1,271.0,89.2,0.0,271.0
275,163,6,1,271.0,89.2,0.0,271.0
276,164,10,1,274.0,94.21,0.0,274.0
277,164,5,1,258.0,82.12,0.0,258.0
278,164,20,1,42.0,22.75,0.0,42.0
279,165,1,1,339.0,115.17,0.0,339.0
280,165,8,1,267.0,90.26,0.0,267.0
281,166,5,1,258.0,82.12,0.0,258.0
282,166,21,2,26.0,10.94,0.0,52.0
283,167,2,1,308.0,108.57,0.0,308.0
284,167,20,1,42.0,22.75,0.0,42.0
285,168,8,1,266.0,90.26,0.0,266.0
286,168,27,1,37.0,11.76,0.0,37.0
287,169,11,1,286.0,96.65,0.0,286.0
288,169,21,1,26.0,10.94,0.0,26.0
289,170,11,1,286.0,96.65,0.0,286.0
290,170,20,1,42.0,22.75,0.0,42.0
291,171,11,1,289.0,96.65,0.0,289.0
292,171,9,1,284.0,95.35,0.0,284.0
293,172,2,1,304.0,108.57,0.0,304.0
294,173,9,1,281.0,95.35,0.0,281.0
295,173,9,1,281.0,95.35,0.0,281.0
296,174,1,1,342.0,115.17,0.0,342.0
297,175,8,1,269.0,90.26,26.9,242.1
298,175,21,1,26.0,10.94,2.6,23.4
299,176,8,1,267.0,90.26,0.0,267.0
300,177,2,1,308.0,108.57,0.0,308.0
301,178,6,1,269.0,89.2,0.0,269.0
302,178,8,1,269.0,90.26,0.0,269.0
303,179,2,1,311.0,108.57,0.0,311.0
304,179,8,1,271.0,90.26,0.0,271.0
305,180,11,1,289.0,96.65,0.0,289.0
306,181,2,1,305.0,108.57,0.0,305.0
307,182,3,1,323.0,111.74,0.0,323.0
308,182,20,1,42.0,22.75,0.0,42.0
309,183,1,1,339.0,115.17,0.0,339.0
310,184,10,1,272.0,94.21,0.0,272.0
311,184,11,1,284.0,96.65,0.0,284.0
312,185,8,1,269.0,90.26,0.0,269.0
313,185,8,1,269.0,90.26,0.0,269.0
314,186,1,1,345.0,115.17,0.0,345.0
315,186,5,1,260.0,82.12,0.0,260.0
316,186,21,1,27.0,10.94,0.0,27.0
317,187,1,1,345.0,115.17,0.0,345.0
318,187,3,1,329.0,111.74,0.0,329.0
319,188,11,1,289.0,96.65,0.0,289.0
320,188,2,1,311.0,108.57,0.0,311.0
321,188,21,1,27.0,10.94,0.0,27.0
322,189,1,1,342.0,115.17,0.0,342.0
323,190,8,1,271.0,90.26,0.0,271.0
324,191,5,1,260.0,82.12,0.0,260.0
325,191,21,1,27.0,10.94,0.0,27.0
326,192,2,1,311.0,108.57,0.0,311.0
327,193,8,1,269.0,90.26,0.0,269.0
328,194,3,1,325.0,111.74,0.0,325.0
329,195,8,1,269.0,90.26,0.0,269.0
330,195,5,1,258.0,82.12,0.0,258.0
331,195,6,1,269.0,89.2,0.0,269.0
332,196,2,1,305.0,108.57,0.0,305.0
333,196,28,1,48.0,16.06,0.0,48.0
334,197,3,1,325.0,111.74,0.0,325.0
335,197,20,1,42.0,22.75,0.0,42.0
336,198,5,1,255.0,82.12,0.0,255.0
337,198,21,1,26.0,10.94,0.0,26.0
338,199,8,1,269.0,90.26,0.0,269.0
339,199,5,1,258.0,82.12,0.0,258.0
340,199,22,1,42.0,22.75,0.0,42.0
341,200,3,1,323.0,111.74,32.3,290.7
342,200,6,1,267.0,89.2,26.7,240.3
343,201,1,1,345.0,115.17,0.0,345.0
344,201,2,1,311.0,108.57,0.0,311.0
345,202,5,1,256.0,82.12,0.0,256.0
346,203,2,1,304.0,108.57,0.0,304.0
347,204,9,1,284.0,95.35,0.0,284.0
348,204,3,1,329.0,111.74,0.0,329.0
349,204,1,1,345.0,115.17,0.0,345.0
350,205,2,1,305.0,108.57,0.0,305.0
351,206,2,1,305.0,108.57,0.0,305.0
352,207,3,1,329.0,111.74,0.0,329.0
353,208,2,1,311.0,108.57,31.1,279.9
354,208,6,1,271.0,89.2,27.1,243.9
355,208,20,1,43.0,22.75,4.3,38.7
356,209,10,1,274.0,94.21,0.0,274.0
357,209,26,1,48.0,14.17,0.0,48.0
358,210,8,1,271.0,90.26,0.0,271.0
359,211,8,1,271.0,90.26,0.0,271.0
360,211,2,1,311.0,108.57,0.0,311.0
361,212,6,1,271.0,89.2,0.0,271.0
362,213,10,1,277.0,94.21,0.0,277.0
363,213,21,1,27.0,10.94,0.0,27.0
364,214,5,1,258.0,82.12,25.8,232.2
365,214,21,1,26.0,10.94,2.6,23.4
366,215,9,1,278.0,95.35,0.0,278.0
367,216,1,1,339.0,115.17,0.0,339.0
368,216,3,1,323.0,111.74,0.0,323.0
369,217,5,1,255.0,82.12,0.0,255.0
370,217,21,1,26.0,10.94,0.0,26.0
371,218,5,1,258.0,82.12,0.0,258.0
372,218,28,1,48.0,16.06,0.0,48.0
373,219,3,1,329.0,111.74,0.0,329.0
374,220,5,1,255.0,82.12,0.0,255.0
375,220,11,1,283.0,96.65,0.0,283.0
376,221,3,1,329.0,111.74,0.0,329.0
377,221,20,2,43.0,22.75,0.0,86.0
378,222,9,1,284.0,95.35,0.0,284.0
379,223,2,1,311.0,108.57,0.0,311.0
380,223,21,1,27.0,10.94,0.0,27.0
381,224,6,1,267.0,89.2,0.0,267.0
382,224,2,1,305.0,108.57,0.0,305.0
383,225,1,1,342.0,115.17,0.0,342.0
384,225,21,1,26.0,10.94,0.0,26.0
385,226,11,1,284.0,96.65,0.0,284.0
386,227,2,1,311.0,108.57,0.0,311.0
387,227,21,1,27.0,10.94,0.0,27.0
388,228,9,1,284.0,95.35,0.0,284.0
389,228,20,1,43.0,22.75,0.0,43.0
390,229,3,1,325.0,111.74,0.0,325.0
391,230,6,1,269.0,89.2,0.0,269.0
392,231,2,1,308.0,108.57,0.0,308.0
393,232,5,1,258.0,82.12,0.0,258.0
394,233,1,1,342.0,115.17,0.0,342.0
395,234,8,1,269.0,90.26,0.0,269.0
396,234,5,1,258.0,82.12,0.0,258.0
397,234,21,1,26.0,10.94,0.0,26.0
398,235,5,1,260.0,82.12,0.0,260.0
399,235,26,1,49.0,14.17,0.0,49.0
400,236,9,1,281.0,95.35,0.0,281.0
401,237,2,1,304.0,108.57,0.0,304.0
402,237,10,1,271.0,94.21,0.0,271.0
403,238,9,1,278.0,95.35,0.0,278.0
404,239,5,1,256.0,82.12,0.0,256.0
405,239,8,1,267.0,90.26,0.0,267.0
406,240,6,1,269.0,89.2,0.0,269.0
407,240,27,1,37.0,11.76,0.0,37.0
408,241,10,1,277.0,94.21,0.0,277.0
409,241,26,1,49.0,14.17,0.0,49.0
410,242,2,1,308.0,108.57,0.0,308.0
411,242,3,1,325.0,111.74,0.0,325.0
412,242,2,1,308.0,108.57,0.0,308.0
413,243,8,1,269.0,90.26,0.0,269.0
414,244,1,1,339.0,115.17,33.9,305.1
415,244,20,2,42.0,22.75,8.4,75.6
416,245,5,1,258.0,82.12,0.0,258.0
417,245,1,1,342.0,115.17,0.0,342.0
418,246,11,1,284.0,96.65,0.0,284.0
419,247,9,1,281.0,95.35,0.0,281.0
420,248,11,1,283.0,96.65,0.0,283.0
421,248,5,1,255.0,82.12,0.0,255.0
422,249,9,1,284.0,95.35,0.0,284.0
423,249,26,1,49.0,14.17,0.0,49.0
424,250,3,1,325.0,111.74,0.0,325.0
425,251,1,1,338.0,115.17,0.0,338.0
426,251,6,1,266.0,89.2,0.0,266.0
427,252,11,1,286.0,96.65,0.0,286.0
428,253,10,1,274.0,94.21,0.0,274.0
429,254,8,1,271.0,90.26,0.0,271.0
430,254,1,1,345.0,115.17,0.0,345.0
431,255,1,1,345.0,115.17,0.0,345.0
432,256,1,1,345.0,115.17,0.0,345.0
433,256,1,1,345.0,115.17,0.0,345.0
434,257,2,1,308.0,108.57,0.0,308.0
435,257,21,1,26.0,10.94,0.0,26.0
436,258,1,1,339.0,115.17,0.0,339.0
437,259,2,1,305.0,108.57,0.0,305.0
438,259,26,1,48.0,14.17,0.0,48.0
439,260,3,1,323.0,111.74,0.0,323.0
440,261,2,1,305.0,108.57,0.0,305.0
441,262,8,1,271.0,90.26,0.0,271.0
442,262,5,1,260.0,82.12,0.0,260.0
443,263,6,1,267.0,89.2,0.0,267.0
444,263,21,1,26.0,10.94,0.0,26.0
445,264,3,1,325.0,111.74,0.0,325.0
446,265,5,1,258.0,82.12,0.0,258.0
447,266,1,1,339.0,115.17,0.0,339.0
448,266,20,2,42.0,22.75,0.0,84.0
449,267,3,1,329.0,111.74,0.0,329.0
450,267,21,2,27.0,10.94,0.0,54.0
451,268,11,1,289.0,96.65,0.0,289.0
452,269,1,1,342.0,115.17,0.0,342.0
453,270,6,1,271.0,89.2,0.0,271.0
454,270,5,1,260.0,82.12,0.0,260.0
455,271,5,1,258.0,82.12,0.0,258.0
456,271,2,1,308.0,108.57,0.0,308.0
457,272,8,1,269.0,90.26,0.0,269.0
458,273,2,1,311.0,108.57,0.0,311.0
459,274,1,1,342.0,115.17,0.0,342.0
460,275,1,1,342.0,115.17,0.0,342.0
461,275,20,1,42.0,22.75,0.0,42.0
462,276,5,1,256.0,82.12,0.0,256.0
463,277,1,1,342.0,115.17,34.2,307.8
464,277,21,1,26.0,10.94,2.6,23.4
465,278,9,1,281.0,95.35,0.0,281.0
466,279,2,1,308.0,108.57,0.0,308.0
467,279,21,2,26.0,10.94,0.0,52.0
468,280,3,1,325.0,111.74,0.0,325.0
469,280,11,1,286.0,96.65,0.0,286.0
470,281,11,1,286.0,96.65,0.0,286.0
471,281,5,1,258.0,82.12,0.0,258.0
472,282,8,1,267.0,90.26,0.0,267.0
473,282,20,1,42.0,22.75,0.0,42.0
474,283,1,1,342.0,115.17,0.0,342.0
475,283,21,2,26.0,10.94,0.0,52.0
476,284,8,1,271.0,90.26,0.0,271.0
477,284,21,1,27.0,10.94,0.0,27.0
478,285,2,1,308.0,108.57,0.0,308.0
479,285,2,1,308.0,108.57,0.0,308.0
480,286,1,1,342.0,115.17,0.0,342.0
481,287,11,1,286.0,96.65,0.0,286.0
482,287,21,1,26.0,10.94,0.0,26.0
483,288,2,1,308.0,108.57,0.0,308.0
484,288,26,1,48.0,14.17,0.0,48.0
485,289,9,1,281.0,95.35,0.0,281.0
486,290,3,1,325.0,111.74,32.5,292.5
487,290,2,1,308.0,108.57,30.8,277.2
488,291,6,1,269.0,89.2,0.0,269.0
489,291,8,1,269.0,90.26,0.0,269.0
490,292,3,1,325.0,111.74,0.0,325.0
491,293,2,1,308.0,108.57,0.0,308.0
492,293,2,1,308.0,108.57,0.0,308.0
493,294,5,1,255.0,82.12,0.0,255.0
494,295,3,1,329.0,111.74,0.0,329.0
495,296,10,1,277.0,94.21,0.0,277.0
496,296,20,1,43.0,22.75,0.0,43.0
497,297,1,1,345.0,115.17,0.0,345.0
498,298,5,1,260.0,82.12,26.0,234.0
499,298,2,1,311.0,108.57,31.1,279.9
500,298,20,2,43.0,22.75,8.6,77.4
501,299,2,1,311.0,108.57,0.0,311.0
502,299,20,1,43.0,22.75,0.0,43.0
503,300,1,1,342.0,115.17,34.2,307.8
504,300,8,1,269.0,90.26,26.9,242.1
505,301,3,1,322.0,111.74,0.0,322.0
506,302,9,1,281.0,95.35,0.0,281.0
507,302,11,1,286.0,96.65,0.0,286.0
508,303,3,1,325.0,111.74,0.0,325.0
509,303,2,1,308.0,108.57,0.0,308.0
510,303,20,1,42.0,22.75,0.0,42.0
511,304,1,1,345.0,115.17,0.0,345.0
512,305,10,1,274.0,94.21,27.4,246.6
513,305,21,1,26.0,10.94,2.6,23.4
514,306,5,1,255.0,82.12,0.0,255.0
515,306,8,1,266.0,90.26,0.0,266.0
516,307,8,1,267.0,90.26,0.0,267.0
517,308,2,1,305.0,108.57,0.0,305.0
518,308,2,1,305.0,108.57,0.0,305.0
519,309,1,1,339.0,115.17,0.0,339.0
520,310,1,1,342.0,115.17,0.0,342.0
521,311,6,1,267.0,89.2,0.0,267.0
522,311,21,2,26.0,10.94,0.0,52.0
523,312,5,1,258.0,82.12,0.0,258.0
524,313,2,1,308.0,108.57,0.0,308.0
525,314,1,1,342.0,115.17,0.0,342.0
526,315,3,1,325.0,111.74,0.0,325.0
527,315,8,1,269.0,90.26,0.0,269.0
528,315,20,1,42.0,22.75,0.0,42.0
529,316,1,1,345.0,115.17,0.0,345.0
530,316,21,1,27.0,10.94,0.0,27.0
531,317,3,1,323.0,111.74,0.0,323.0
532,317,5,1,256.0,82.12,0.0,256.0
533,317,20,1,42.0,22.75,0.0,42.0
534,318,8,1,267.0,90.26,0.0,267.0
535,318,2,1,305.0,108.57,0.0,305.0
536,319,3,1,325.0,111.74,0.0,325.0
537,320,3,1,323.0,111.74,0.0,323.0
538,321,10,1,277.0,94.21,0.0,277.0
539,321,9,1,284.0,95.35,0.0,284.0
540,322,8,1,269.0,90.26,0.0,269.0
541,323,8,1,266.0,90.26,0.0,266.0
542,324,8,1,271.0,90.26,0.0,271.0
543,325,1,1,342.0,115.17,0.0,342.0
544,326,3,1,325.0,111.74,0.0,325.0
545,326,20,1,42.0,22.75,0.0,42.0
546,327,5,1,258.0,82.12,0.0,258.0
547,327,2,1,308.0,108.57,0.0,308.0
548,327,21,1,26.0,10.94,0.0,26.0
549,328,2,1,311.0,108.57,0.0,311.0
550,328,21,1,27.0,10.94,0.0,27.0
551,329,6,1,269.0,89.2,0.0,269.0
552,329,20,1,42.0,22.75,0.0,42.0
553,330,5,1,260.0,82.12,0.0,260.0
554,330,20,1,43.0,22.75,0.0,43.0
555,331,3,1,322.0,111.74,0.0,322.0
556,331,1,1,338.0,115.17,0.0,338.0
557,332,2,1,305.0,108.57,0.0,305.0
558,332,3,1,323.0,111.74,0.0,323.0
559,333,6,1,269.0,89.2,0.0,269.0
560,333,21,1,26.0,10.94,0.0,26.0
561,334,1,1,345.0,115.17,0.0,345.0
562,335,1,1,345.0,115.17,0.0,345.0
563,335,2,1,311.0,108.57,0.0,311.0
564,336,8,1,271.0,90.26,0.0,271.0
565,336,20,2,43.0,22.75,0.0,86.0
566,337,5,1,258.0,82.12,0.0,258.0
567,338,1,1,338.0,115.17,0.0,338.0
568,339,1,1,345.0,115.17,0.0,345.0
569,339,20,2,43.0,22.75,0.0,86.0
570,340,6,1,271.0,89.2,0.0,271.0
571,341,5,1,260.0,82.12,0.0,260.0
572,341,5,1,260.0,82.12,0.0,260.0
573,342,1,1,338.0,115.17,0.0,338.0
574,343,9,1,278.0,95.35,0.0,278.0
575,344,1,1,345.0,115.17,0.0,345.0
576,344,26,1,49.0,14.17,0.0,49.0
577,345,8,1,266.0,90.26,0.0,266.0
578,346,1,1,345.0,115.17,0.0,345.0
579,347,1,1,339.0,115.17,0.0,339.0
